titel,artiest,jaar,id,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Vincent,Don McLean,1972,0VNzEY1G4GLqcNx5qaaTl6,219,202,225,273,241,162,304,266,285,240,395,297,350,502,512,435,538,611,585,414,202
Like A Prayer,Madonna,1989,1z3ugFmUKoCzGsI6jdY4Ci,220,341,409,386,450,553,580,804,1082,656,942,949,943,932,929,887,729,804,784,728,836
Radio Ga Ga,Queen,1984,1HmzAZUvhQLhLo2z3ocpZI,221,164,287,203,208,213,241,317,449,274,327,387,312,395,338,418,475,489,463,138,163
Wind Of Change,Scorpions,1991,3ovjw5HZZv43SxTwApooCM,222,,232,177,140,236,293,315,421,265,312,291,250,283,260,232,225,250,243,294,283
Born To Run,Bruce Springsteen,1975,6hTcuIQa0sxrrByu9wTD7s,223,210,105,90,120,131,189,206,149,145,128,144,179,179,135,173,173,141,180,215,204
One Way Wind,Cats,1971,2TUGqSnkaIQylLanv1UWBr,224,198,300,328,282,327,280,217,204,233,298,311,411,596,668,540,691,741,684,760,714
Through The Barricades,Spandau Ballet,1986,5ALQSecfsZLsWip5CZK9aN,225,291,221,290,371,439,522,548,635,486,578,541,620,844,709,538,583,689,590,755,708
Have I Told You Lately,Van Morrison,1989,1VsGYaCBFjCVudtX9IGqDg,226,297,154,134,105,130,108,110,77,99,110,123,143,248,245,267,326,381,431,535,579
Musica E,Eros Ramazzotti,1989,1EZypwk0xcj64ZLAglhLs2,227,467,383,333,384,319,277,307,330,310,354,355,400,442,415,561,559,761,747,891,909
Help,Beatles,1965,7DD7eSuYSC5xk2ArU62esN,228,290,391,550,389,420,516,467,475,443,472,516,623,466,653,919,782,1042,994,931,
Down Under,Men At Work,1982,46RVKt5Edm1zl0rXhPJZxz,229,188,285,206,237,336,344,406,598,364,586,619,598,505,421,570,558,642,518,517,563
Window Of My Eyes,Cuby & the Blizzards,1968,5sTFozFnwuXbWyw0Qaj4LX,230,91,45,84,84,84,89,88,69,76,87,81,38,106,142,136,194,259,248,363,338
Sara,Fleetwood Mac,1980,0YuCATlVwxG5Mq8lN2Omro,231,306,188,166,194,278,329,359,371,287,275,273,268,289,241,227,211,268,261,273,288
Vriendschap,Het Goede Doel,1983,13mvLR1T0GesAY3jhM9lAw,232,292,481,540,693,619,680,732,880,681,984,1080,1117,1104,1144,1259,1323,972,1294,1448,1265
99 Luftballons,Nena,1983,4ZhPLoMzZwewHLLjV1J15c,234,288,366,345,144,357,436,310,511,334,493,428,543,279,374,413,411,439,376,309,407
"See Me, Feel Me",Who,1970,7HVLE4CWBQjQi3Vyiz0fbe,235,243,234,233,226,,448,433,569,494,402,488,534,498,583,532,798,727,848,1433,1239
Eleanor Rigby,Beatles,1966,5GjPQ0eI7AgmOnADn1EO6Q,236,323,420,372,377,338,411,327,292,328,273,320,303,321,308,400,396,419,411,566,454
De Bom,Doe Maar,1982,3i2ZaFbGMZmerAEoVHvsmB,237,224,687,742,1070,954,1108,1111,1120,1002,1288,1389,1001,647,882,1281,1045,1030,968,910,863
She's Always A Woman,Billy Joel,1978,5RgFlk1fcClZd0Y4SGYhqH,238,308,261,211,243,198,276,339,302,260,315,267,348,504,431,401,402,322,318,270,256
Rock Around The Clock,Bill Haley & His Comets,1955,1uRKT2LRANv4baowBWHfDS,239,516,636,740,660,896,891,1253,959,906,1725,1658,1686,,,,,,,,
The Dock Of The Bay,Otis Redding,1968,3zBhihYUHBmGd2bcQIobrF,240,450,371,344,239,257,285,253,297,259,195,155,84,31,51,67,82,56,74,90,99
Our House,"Crosby, Stills, Nash & Young",1970,2hitsKa8SthKhRJBXUHbIv,241,239,192,204,173,233,234,265,300,236,322,271,391,602,508,755,785,544,524,513,528
Beat It,Michael Jackson,1983,1OOtq8tRnDM8kG2gqUPjAj,242,434,330,455,760,518,637,642,918,639,74,179,252,218,315,419,359,391,334,242,406
Everybody Needs Somebody To Love,Blues Brothers,1989,1CtKHwDqsH3ctcCCI18N0g,243,389,238,367,253,335,455,507,466,403,561,528,626,507,625,770,890,897,910,934,1015
Eye Of The Tiger,Survivor,1982,2KH16WveTQWT6KOG9Rg6e2,244,403,604,380,378,464,615,712,863,600,1109,1113,934,764,637,730,673,918,776,649,826
Saturday Night,Herman Brood & His Wild Romance,1978,2eK209v2q8csChyLJ5scHW,245,419,161,142,170,139,204,100,210,141,135,124,134,162,178,169,154,136,141,175,175
Earth Song,Michael Jackson,1995,4GCGH6TJ69neckwITeBFXK,246,,,561,615,634,780,583,940,692,88,148,152,147,113,118,118,149,166,109,169
Jailhouse Rock,Elvis Presley,1957,4gphxUgq0JSFv2BCLhNDiE,247,352,560,475,466,540,474,528,594,517,507,634,640,553,675,786,740,760,649,572,661
'k Heb Je Lief,Paul de Leeuw,1997,1Nf2E9mcbxqmPmmS9wzexR,248,247,311,452,461,350,179,93,136,148,143,227,270,287,332,314,330,396,386,503,452
Lust For Life,Iggy Pop,1977,21YxK0klhpfLW8budkJaMF,249,318,461,411,524,380,552,547,680,527,471,445,467,521,495,543,777,505,541,827,462
Give A Little Bit,Supertramp,1977,6XUHsYE38CEbYunT983O9G,250,217,229,354,409,529,453,572,577,489,860,805,875,719,746,1008,1066,1088,1052,863,812
Ruthless Queen,Kayak,1979,3QtSipg5he2abXSKDw8K5e,251,113,110,157,115,147,130,120,142,129,104,108,148,164,170,185,226,266,239,283,273
Sgt. Pepper’s Lonely Hearts Club Band,Beatles,1967,25yQPHgC35WNnnOUqFhgVR,252,367,485,370,446,443,302,335,221,305,369,389,456,514,643,777,1218,1769,1241,809,957
Sgt. Pepper’s Lonely Hearts Club Band,Beatles,1967,25yQPHgC35WNnnOUqFhgVR,252,367,485,370,446,443,302,335,221,305,369,389,456,514,643,777,1218,1769,1241,809,969
Lucy In The Sky With Diamonds,Beatles,1967,25yQPHgC35WNnnOUqFhgVR,626,,858,1015,975,1010,918,748,723,804,590,702,695,893,702,953,1053,920,844,818,957
Lucy In The Sky With Diamonds,Beatles,1967,25yQPHgC35WNnnOUqFhgVR,626,,858,1015,975,1010,918,748,723,804,590,702,695,893,702,953,1053,920,844,818,969
Theme From 'Harry's Game',Clannad,1983,4xOA16KicwjRnlLjmNCYGk,253,309,414,417,457,531,646,704,785,605,996,1011,1019,1348,1238,1069,1212,1188,1208,1416,1571
Just A Little Bit Of Peace In My Heart,Golden Earrings,1968,5oZzQ1ZMxmJkXlCUDJ22qO,254,225,361,218,245,272,257,273,436,282,323,353,392,549,419,517,598,631,685,852,711
The Wind Cries Mary,Jimi Hendrix Experience,1967,5H6Jp0syB5yEPk7SWYdlmk,255,223,254,379,318,670,333,410,344,366,224,256,233,301,337,506,554,780,818,685,922
Ben,Michael Jackson,1972,0ZFqB9g2FujbmMSrjqsL3j,256,603,463,743,690,677,737,733,942,732,186,369,466,336,463,556,552,638,617,495,724
Question,Moody Blues,1970,4Q27I5G3W14hnYVi45oi2h,257,271,165,182,154,223,226,197,311,206,252,292,340,350,391,475,678,993,953,969,940
Bloedend Hart,De Dijk,1982,61u1P7WTNOMc1m2dPu2wu6,258,,279,270,171,244,218,170,296,211,245,260,247,363,493,584,676,573,742,647,647
White Room,Cream,1968,3Xls4cNOwy01dtrNXb1inG,259,175,438,301,293,308,297,564,499,398,474,551,504,533,569,415,640,545,623,726,553
Who'll Stop The Rain,Creedence Clearwater Revival,1970,3Bh6uInhcVBVvLraGZdkKD,260,546,202,236,183,215,243,215,246,212,287,244,385,517,551,630,663,652,624,540,499
Oh Well (Part I),Fleetwood Mac,1969,27knYMhH5mmbM5Mz9inZeD,261,206,270,261,421,275,390,471,557,411,398,472,488,636,500,610,848,1192,1038,1140,1068
Once Upon A Time In The West,Ennio Morricone,1968,0c89GbbUO3degznx9eYrq0,262,482,578,694,623,499,599,600,646,582,784,799,739,578,698,696,738,663,741,779,869
The Man With The Child In His Eyes,Kate Bush,1978,4xjVfArXNQRxAvsUpjmfMt,263,304,316,289,209,86,216,240,256,188,184,183,192,251,248,188,277,239,292,281,316
De Waarheid,Marco Borsato,1996,1f4VAmKMduljFaWtRGGweZ,264,235,236,529,520,249,351,371,525,379,305,767,731,739,963,1157,723,1183,1202,1025,982
The Best,Tina Turner,1989,2W2ieVidLIx9TDvxu0ZT6F,265,240,376,343,290,250,335,286,447,318,437,450,528,511,635,653,747,903,878,793,707
Penny Lane,Beatles,1967,1h04XMpzGzmAudoI6VHBgA,266,366,284,322,502,447,510,438,429,424,324,406,443,462,441,529,432,410,506,388,377
Daar Gaat Ze,Clouseau,1990,1pQcaYky2rRxSeUdZld9xk,267,219,230,378,272,263,246,284,253,253,464,529,596,677,921,1037,964,745,755,914,868
Whisky In The Jar,Thin Lizzy,1973,2kpYRiCZJjoeHN4l9HdnZT,268,258,477,486,376,431,457,488,652,480,478,558,521,583,505,574,703,714,839,1196,1029
River Deep Mountain High,Ike & Tina Turner,1966,19jo0UT2vqD4pNVfIqTy4R,269,483,417,335,398,271,372,238,489,331,511,435,437,523,462,535,609,713,736,595,577
Black Magic Woman,Santana,1970,4nmne9J3YCEdhvjTzwiAgu,270,378,603,348,370,455,439,422,703,464,232,253,388,390,440,397,498,276,453,610,709
Knockin' On Heaven's Door,Bob Dylan,1973,3lXRYfANlyQAEkPhTKWcgQ,271,222,393,358,357,264,366,354,237,286,442,388,477,534,473,682,767,782,882,791,997
Born To Be Wild,Steppenwolf,1968,3lN8PP6R2IxbLP05QpYXng,272,281,509,489,459,323,587,516,710,509,764,884,659,566,595,884,750,754,729,885,1013
Can't Help Falling In Love With You,Elvis Presley,1961,6Z1QJ60IzKmUhW9N479mxE,273,,835,927,528,772,681,611,649,635,627,731,845,894,811,932,784,670,487,322,
Hou Me Vast,Volumia!,1998,5MpQcSDV8mCDRo9DL4gsYM,274,307,436,798,906,516,657,803,711,668,1129,1067,963,1540,1414,1677,1674,1970,,,
Brown Eyed Girl,Van Morrison,1967,3yrSvpt2l1xhsV9Em88Pul,276,216,257,179,178,171,167,167,193,161,211,232,224,288,274,291,331,283,276,370,336
Land Van Maas En Waal,Boudewijn De Groot,1967,1rAO9SAULMHdzTC0w4UcEa,277,313,370,232,292,176,176,254,269,220,498,518,582,845,855,1108,1219,1121,1277,1042,934
Such A Shame,Talk Talk,1984,35JhxrwW2bBAiMcnrmuLEN,278,264,405,224,344,358,586,602,684,493,621,668,588,692,552,474,470,572,448,594,479
Take Five,Dave Brubeck Quartet,1962,1YQWosTIljIvxAgHWTp7KP,279,621,741,526,392,485,602,586,604,537,577,724,734,529,506,550,829,1165,976,1224,1298
7 Seconds,Youssou N'Dour & Neneh Cherry,1994,3rNKThMs8k8UqSNkHrtKbB,280,321,429,416,516,462,539,576,616,530,518,540,781,705,782,828,1042,1310,1329,1613,1727
Chiquitita,ABBA,1979,4g5LUzHFRr4Zlok8KzERmI,281,244,372,382,463,434,296,479,255,348,531,442,610,532,829,787,835,736,701,611,554
Words,Bee Gees,1968,07PIhdmyYIw8dMeDMsx9FU,282,215,184,339,279,300,358,356,295,298,388,362,481,763,712,792,882,717,762,1126,1139
Almost Cut My Hair,"Crosby, Stills, Nash & Young",1971,0gCJkpD0RhF2rjiALLHBQL,283,,157,249,297,317,643,213,277,276,261,257,352,414,378,509,562,456,561,731,800
Father And Son,Cat Stevens,1971,19slC7k8bsPOAKDjHYLU2W,284,,286,237,352,497,271,259,247,278,214,211,289,460,414,476,512,557,519,713,710
It's Now Or Never,Elvis Presley,1960,1XunTmhOcj3xwh4b8P3isX,285,487,1024,1110,558,897,668,999,836,793,1008,1105,1409,1481,1825,,,,,,
Belgie,Het Goede Doel,1982,0otIFwtEKqrDBGb3cvLRu4,286,345,457,467,618,597,608,734,968,670,817,790,853,736,728,897,808,658,908,696,662
Michelle,Beatles,1966,5By7Pzgl6TMuVJG168VWzS,287,329,345,388,356,376,325,321,279,312,349,367,501,595,660,703,893,788,890,1130,1114
I Have A Dream,ABBA,1979,6Xibu53y8mquzUJL6HGEG2,288,607,,650,416,362,268,395,198,309,447,416,511,707,860,784,752,810,949,797,861
You Are So Beautiful,Joe Cocker,1975,1gJOqXpRjz9GeEEwQpcujK,290,398,487,643,289,258,225,256,410,291,390,376,422,518,476,571,497,559,544,718,580
The Times They Are A Changin',Bob Dylan,1964,52vA3CYKZqZVdQnzRrdZt6,291,410,555,563,699,557,617,539,420,519,492,462,494,547,469,709,644,666,712,750,1034
Walk On The Wild Side,Lou Reed,1973,5p3JunprHCxClJjOmcLV8G,292,125,562,437,299,448,605,597,835,533,588,677,625,729,263,507,651,637,678,661,749
We Will Rock You,Queen,1977,54flyrjcdnQdco7300avMJ,293,151,337,178,216,157,212,228,516,241,313,246,295,391,355,368,458,476,409,140,137
Pour Que Tu M'Aimes Encore,Celine Dion,1995,4iNAWrVbJI431V9YVyZ4wR,295,,716,787,769,796,898,910,986,867,1181,1220,1319,1252,1621,1707,1610,,,,
You'll Never Walk Alone,Gerry & The Pacemakers,1963,6catF1lDhNTjjGa2GxRQNN,296,504,868,718,526,656,632,632,708,624,646,654,614,731,633,671,802,974,967,995,780
Zing Vecht Huil Bid Lach Werk En Bewonder,Ramses Shaffy,1971,72PEd2qwD5t0p6MIj4i5HG,297,584,548,304,295,235,161,164,267,202,7,65,85,150,140,172,166,163,199,250,167
Easy Livin',Uriah Heep,1973,6qn5Ysxo9H4z4QgEvwg1SK,298,142,231,165,138,212,253,231,389,230,264,241,347,311,379,351,454,507,531,648,720
Always Look On The Bright Side Of Life,Monty Python,1981,6eHuj3HhZ4jS9nyNVV03ET,299,,1221,856,986,916,1183,1182,1589,1181,1219,1576,1184,956,820,1155,1185,1319,1440,,
Don't Stop Me Now,Queen,1979,7hQJA50XrCWABAu5v6QZ4i,300,204,196,162,157,138,142,154,155,139,165,171,112,90,114,111,97,90,94,37,49
Papa Was A Rolling Stone,Temptations,1972,5Lno0hPhvo7BzXVLQzDIS3,301,330,304,296,294,265,236,296,367,285,292,337,305,329,299,318,375,474,504,487,573
Mr. Tambourine Man,Byrds,1965,2HCaIYjkvWSZzaSKUoOh3d,302,277,323,324,349,281,365,472,439,375,696,485,707,1512,1009,1310,1720,1345,1586,,1840
Bad Moon Rising,Creedence Clearwater Revival,1969,20OFwXhEXf12DzwXmaV7fj,303,208,250,201,302,255,263,216,227,226,266,218,287,229,325,369,342,284,285,244,226
MacArthur Park,Richard Harris,1968,5DBEFajBEaHgbbwe7oN0KP,304,441,350,193,334,410,323,391,241,313,564,651,804,550,835,949,1128,1631,1570,1796,1696
More Than Words,Extreme,1991,1gVgkQFOKa8Wc1HYsJtPdH,305,514,661,581,503,767,988,1099,1099,860,1025,823,1198,,1312,1104,1065,1225,1116,1421,1447
You're The One That I Want,John Travolta & Olivia Newton John,1978,6le8zS0oitLzakwlgGlF5r,306,474,812,876,1293,1045,1290,1095,1866,1233,1816,1938,,1835,,,,,,,
Land Of Confusion,Genesis,1986,6twIBPybEvGydyNzNz89FT,307,299,297,282,388,423,645,665,738,551,551,586,613,641,481,568,561,552,559,712,775
Woorden Zonder Woorden,De Kast,1998,3RTbfzni7vqGbtcTCO5Fih,308,,292,421,1059,1148,1121,1112,1010,993,1451,1001,1311,1549,1856,,,,,,
Baker Street,Gerry Rafferty,1978,5gOd6zDC8vhlYjqbQdJVWP,309,421,384,473,532,539,427,549,742,547,672,726,396,330,349,298,374,448,449,514,550
Everytime I Think Of You,Babys,1979,1o8f2ttHVUBD3acVOry7ZZ,311,172,186,175,304,234,336,232,324,249,546,399,490,608,755,492,539,521,520,1541,1276
While My Guitar Gently Weeps,Beatles,1968,389QX9Q1eUOEZ19vtzzI9O,312,310,375,190,228,282,240,191,167,204,166,164,168,257,168,176,203,218,225,169,
Locomotive Breath,Jethro Tull,1972,0MYNeFsKpzBHwrJGfWZysV,313,226,224,326,231,311,306,270,405,292,480,431,498,540,600,636,586,697,740,996,1012
Hocus Pocus,Focus,1971,2uzyiRdvfNI5WxUiItv1y9,314,350,228,253,206,342,415,439,559,380,259,215,277,340,292,387,410,463,447,620,606
Solsbury Hill,Peter Gabriel,1977,1CM1wOqD2AIjt2MWd31LV2,315,272,343,186,197,200,252,261,369,246,243,230,275,295,258,262,317,289,291,406,395
Sailing,Rod Stewart,1975,6OuRbvP4PgbuzBIapVzmFJ,316,305,302,297,346,393,311,300,323,316,397,335,448,556,623,650,580,656,688,788,822
Why,Annie Lennox,1992,2fYYmPNwDaNpw1KRSxpQ5H,317,431,447,346,413,491,441,571,402,442,765,715,839,1117,1108,1222,1480,1535,1462,1373,1829
Dancing In The Dark,Bruce Springsteen,1984,7FwBtcecmlpc1sLySPXeGE,318,144,150,183,220,217,287,274,236,231,350,380,222,327,236,293,327,262,307,288,247
School's Out,Alice Cooper,1972,5Z8EDau8uNcP1E8JvmfkZe,319,124,119,125,156,148,208,338,209,191,417,334,353,645,649,788,924,785,757,940,1149
Stand By Me,Ben E. King,1987,3SdTKo2uVsxFblQjpScoHy,320,620,538,962,1229,710,852,953,622,768,1218,1125,872,1173,982,1043,689,793,816,669,856
Mijn Vlakke Land,Jacques Brel,1965,3cefQ11SVwiuDsqRzboJps,321,442,470,393,368,304,330,292,331,315,359,404,565,681,610,764,762,1034,1018,1185,1363
Message In A Bottle,Police,1979,1oYYd2gnWZYrt89EBXdFiO,322,301,341,410,495,549,756,637,654,590,386,454,387,435,341,437,503,422,422,408,449
Venus,Shocking Blue,1969,0Z3xhSOhrawLV81YdiDiiJ,323,521,729,575,629,502,676,510,527,541,470,545,607,557,620,656,885,655,665,959,841
Expecting To Fly,Buffalo Springfield,1968,3uVmR6oQq0NluVZXkipKHV,324,,,443,568,581,758,805,666,672,1121,1023,1242,1520,1563,1750,,,,,
The Young Ones,Cliff Richard & The Shadows,1962,43DUGQ8hPzizUkPyf8wNsj,325,624,633,942,1024,943,1138,1254,1011,1042,1349,1488,1801,,,,,,,,
Alles Geprobeerd,Het Goede Doel,1986,3yBuEy5DmmV4tRL5ASRxlE,326,317,306,427,431,517,472,542,653,518,594,671,586,433,444,495,587,587,568,704,537
Ik Leef Niet Meer Voor Jou,Marco Borsato,1996,45I37gu7jG5JsXyqYm4YDT,327,,295,464,490,224,318,369,472,363,364,789,753,861,912,1203,918,1182,1259,999,951
Broken Wings,Mr. Mister,1986,78FHUZRbFDCG6VkRAQdFLm,329,347,443,553,597,845,973,975,1504,913,1267,1241,1485,1312,1134,1173,1415,1418,1258,1114,1218
Binnen Zonder Kloppen,De Dijk,1985,1du79pOKaLNpvokituBc79,330,388,381,315,325,504,456,333,495,397,452,430,529,568,658,769,868,839,800,828,741
I'm On Fire,Bruce Springsteen,1985,3PzsbWSQdLCKDLxn7YZfkM,332,298,322,363,406,399,469,496,438,425,462,458,419,343,272,335,337,245,327,239,212
Is Dit Alles,Doe Maar,1982,4iUH4ksweue6iGqQUgSzhx,333,326,977,841,846,847,923,1018,984,907,1032,1033,851,785,897,1241,1191,985,1006,1045,1070
The Power Of Love,Frankie Goes To Hollywood,1984,1GbyYL0B0Mjn3kSbrEwKKI,334,430,458,413,561,424,639,515,679,543,718,684,702,623,565,555,441,452,387,537,574
Waarom Nou Jij,Marco Borsato,1994,3HHZS6PyMR4MQujYTi0gcy,335,274,226,510,420,195,385,382,554,374,333,1060,955,1305,1338,1332,993,1513,1825,1524,1351
We Are The World,USA for Africa,1985,7p1G7n72t0XpGeGUfJqn0Z,336,774,631,975,1252,1107,1671,1821,1770,1481,1518,1499,1802,1726,1568,1739,1585,1767,1986,1717,1743
Memory,Barbra Streisand,1982,0I3cUqffwmH2mMUHIfpC0l,337,,315,302,408,330,314,267,197,255,328,343,440,621,696,604,788,930,881,1018,1143
Little Green Bag,George Baker Selection,1969,4DR5MStkWtDYf17jBUOo0V,338,417,628,514,432,324,464,459,656,465,535,579,583,738,641,600,708,610,621,985,978
Band On The Run,Paul McCartney & Wings,1974,5VErNsWF69eD0HiBt2vWcH,339,339,249,294,254,344,394,421,411,362,248,270,399,304,537,662,516,728,760,764,760
Nescio,Nits,1983,0xwCmhv3fFTgdX2IDZE4ai,340,211,352,436,311,558,513,635,815,560,738,625,711,747,891,860,1202,1194,1151,1629,1376
The Long And Winding Road,Beatles,1970,3mlMpmY8oZIBFc39D9zLbh,341,358,256,220,195,298,284,298,252,252,341,296,393,398,393,453,429,598,727,833,704
It Must Have Been Love,Roxette,1990,6kvoHl80mfCVTv7XnZkjQn,342,416,547,580,464,851,904,1201,1489,919,1436,1712,1768,1949,1703,1817,1909,1618,1733,1369,1475
She,Charles Aznavour,1974,2OxkfL5jW8bvYTCNDLlRSY,343,1079,542,229,236,175,183,149,118,147,141,140,158,210,169,137,143,169,196,174,242
Vlieg Met Me Mee (Live),Paul De Leeuw,1992,1pl9AysLfkI43dEBfrDepE,344,360,519,707,614,652,733,652,744,649,558,872,1050,1236,1297,1197,1435,1241,1519,1368,1466
I Will Survive,Gloria Gaynor,1979,7cv28LXcjAC3GsXbUvXKbX,345,573,556,704,831,753,883,860,888,796,1237,857,891,899,998,961,1001,1101,1011,646,873
Suzanne,Herman Van Veen,1969,1ma94UUlFLBIWaSkCjE7Z1,346,,635,356,436,339,292,269,289,306,374,438,507,657,640,618,628,574,785,928,1042
Autobahn,Kraftwerk,1975,31uidLEHAcF8Cw1cX1VCS8,347,344,357,577,585,484,656,607,872,611,643,737,746,464,452,705,732,757,858,906,1105
Mandy,Barry Manilow,1974,0W63SxNBdySHPHJU3QnsBZ,348,342,507,431,417,404,520,649,474,492,840,860,778,1245,1197,1084,1273,1355,1321,1951,1808
I'm Going Home,Ten Years After,1971,6gOm4w7mbeIsouBWpRc9Qj,349,,,311,264,296,266,258,368,296,566,423,554,572,632,611,718,1031,909,1396,1389
Blueberry Hill,Fats Domino,1957,2NkAoxQOr6MGdMB5JDTU81,350,346,563,456,482,505,399,431,373,417,394,455,449,706,801,830,1071,1045,643,1229,1427
Brown Sugar,Rolling Stones,1971,61UuPxxYUvacEH6SHIK3sU,351,647,564,517,434,533,590,465,575,508,631,611,624,465,627,669,741,729,824,924,847
Unchain My Heart,Joe Cocker,1987,6oyYKWTbYt5Zb8tIiLZbmH,352,560,596,610,723,461,532,477,631,536,567,499,560,754,727,877,827,858,706,950,810
Dreamer,Supertramp,1974,5z4ljpMLi1LTF8UG9P53fH,353,380,246,360,401,347,347,451,423,383,541,508,552,453,486,687,686,676,644,557,515
Leningrad,Billy Joel,1989,5P9EZpsQy7pBrxosDozOgZ,355,327,164,217,437,312,303,461,378,352,351,378,425,399,397,367,404,446,492,571,549
Overture (Tommy),Who,1969,3P0VltjBDpzJeFFHVpF0nK,356,376,214,303,327,511,435,399,566,422,362,408,435,776,851,1045,1245,1555,1613,1589,1273
Nothing Rhymed,Gilbert O'Sullivan,1971,0dzCSfeyT5GqcgGDNRe6Mi,357,319,220,278,353,396,402,372,570,400,379,359,463,652,597,515,592,795,722,724,772
Vous Permettez Monsieur,Adamo,1964,3xCE5pciNmiRNUk9J6pWeM,358,337,318,277,333,243,232,272,146,209,664,492,635,1243,1484,1646,1862,,,,
Have A Little Faith In Me,John Hiatt,1989,23EgnmfkdOsDK96ftbVv0Q,359,424,462,453,360,413,348,426,556,421,638,703,757,524,576,626,568,887,860,945,1027
Don't Cry For Me Argentina,Julie Covington,1977,1OxDEvjPoQrNhZ5c3tTxSu,360,362,1140,1056,1323,1166,731,1094,1214,1040,1744,1733,1915,1747,1659,1945,,,,,
Never Tear Us Apart,INXS,1988,1qQSRy9DjrGh3jtsSCU6B1,361,315,503,487,534,482,840,791,1079,705,946,842,765,871,714,654,704,701,620,835,761
Stop Loving You,Toto,1988,73bzcsDjx9FqzqKWcPLMiH,362,263,203,306,281,459,493,537,595,455,614,565,667,615,487,500,548,466,513,387,408
Your Song,Elton John,1971,5qAgK8C30YzR46Fgos2ale,363,399,339,307,330,346,501,462,460,410,404,500,429,437,407,465,479,418,389,257,155
Still Got The Blues ,Gary Moore,1990,0DnGfA1r8pAssJCuq4ojla,364,428,324,265,224,191,190,173,185,180,223,233,164,184,190,123,163,199,148,223,257
Heal The World,Michael Jackson,1992,7woW97CfcWaKtuC6W5BP2K,365,551,535,963,777,989,1116,1169,1634,1115,250,536,674,689,729,790,478,847,821,603,923
I Just Called To Say I Love You,Stevie Wonder,1984,6RNDeRnWsRMjPdNVgupZCs,366,654,871,1071,1420,1055,1104,1127,1245,1141,1579,1504,1525,1998,,,,,,,
Apache,Shadows,1960,0sZy1HE2aGBQABHfVRQ4jB,367,532,484,572,258,381,406,387,507,401,433,533,699,646,676,774,934,1242,1127,1626,1319
I Am...I Said,Neil Diamond,1971,4wOKTOwGVrie2GIbCMEe7U,368,325,80,369,274,384,505,319,393,341,310,298,364,418,439,394,467,546,502,418,398
Into Temptation,Crowded House,1989,1kqIJgH6aVYwqQFjQPB0hn,369,510,425,387,484,474,674,700,665,586,911,943,968,1204,1158,1292,1488,1379,1476,1798,1799
Vivo Per Lei,Andrea Bocelli & Giorgia,1996,6cPLCU7hKjgjvLWzCevl7R,370,189,369,435,485,546,559,629,433,501,905,827,721,610,776,1025,923,852,888,776,525
Een Meisje Van 16,Boudewijn De Groot,1965,7KxBI0L4Ngn4qDvsOVITAK,371,333,478,316,310,333,346,413,480,372,705,714,858,733,980,1380,1767,1578,1789,1610,1500
The Wall Street Shuffle,10cc,1974,3HyZGwZAq9oQJQBzSyjs7Q,372,286,120,167,287,225,224,370,214,239,380,1112,410,873,1119,925,1154,1102,1115,1668,1860
Eve Of Destruction,Barry McGuire,1965,1Zi2ezNOqt9y9irC11xYpN,373,296,380,285,454,391,534,551,508,476,945,900,1014,1235,1373,1483,1366,1633,1724,,
Jumpin' Jack Flash,Rolling Stones,1968,55LRDFmsuazr533WrtHHW9,374,314,600,349,414,527,541,495,794,540,717,692,780,673,720,720,998,1001,963,1085,1089
Pinball Wizard,Who,1969,6LbbHFEajG9e4m0G3L47c4,375,445,309,389,419,576,451,577,793,550,383,403,451,415,410,458,526,589,647,1060,912
It's Raining Men,Weather Girls,1983,4caiYv89C9GZdDD1RzshWd,376,727,655,708,943,1032,1130,1020,1389,1068,1551,1347,1231,1398,1366,1095,1355,1709,1729,1923,
YMCA,Village People,1978,7Cp69rNBwU0gaFT8zxExlE,377,684,711,887,550,922,1068,994,1302,948,1788,1813,,,1772,1772,1827,1838,,1842,
Weather With You,Crowded House,1992,6tXnRSvuNgOq4QcxpIN54r,378,334,348,474,535,608,792,809,606,625,978,920,950,1250,1099,1445,1489,1414,1489,1316,1441
Breakfast In America,Supertramp,1979,4a5pNRjwmzYQuEY1E7O6pj,379,533,354,459,541,584,576,625,690,587,695,948,759,582,683,845,1002,1033,962,800,837
Fernando,ABBA,1975,1IxDBsZdVMhfkLqrZjARpk,380,369,502,422,508,534,470,524,348,433,782,722,782,777,1109,1101,1209,1222,1194,951,902
Rivers Of Babylon,Boney M,1978,78His8pbKjbDQF7aX5asgv,381,207,445,564,732,440,533,615,502,529,1143,950,1030,1662,1483,1824,,1804,1776,1849,1619
Driver's Seat,Sniff 'n The Tears,1980,043DDFAWsTNPxgV7VvGfqp,382,650,474,534,329,594,610,766,970,638,977,921,959,897,918,1118,1180,931,1060,1019,1118
Keep On Loving You,REO Speedwagon,1981,4rcHWl68ai6KvpXlc8vbnE,383,481,440,515,412,582,718,792,960,673,835,904,936,979,989,943,1036,1048,1125,1108,1084
American Pie,Don McLean,1972,1fDsrQ23eTAVFElUMaf38X,384,252,335,310,530,383,310,544,553,439,585,556,465,372,409,562,504,628,718,542,542
Listen To The Music,Doobie Brothers,1972,7Ar4G7Ci11gpt6sfH9Cgz5,385,425,408,361,531,585,477,429,504,471,727,641,821,1170,901,962,1055,1016,840,1062,1050
